"id","loan_amnt","funded_amnt","term","int_rate","installment","emp_length","home_ownership","annual_inc","loan_status","purpose","addr_state","dti","delinq_2yrs","earliest_cr_line","mths_since_last_delinq","open_acc","revol_bal","total_acc","out_prncp","total_pymnt","total_rec_prncp","total_rec_int","wtd_loans","interest_rate","int_rate2","num_rate","numrate"
1120853,2400,2400," 36 months","9.91%",77.34,"4 years","OWN",62000,"Late (31-120 days)","debt_consolidation","FL",15.66,0,"1998-08-05 06:01:00",75,7,4704,19,1213.9,1557.61,1186.1,356.58,,,"9.91%",,
1132995,5000,5000," 36 months","13.49%",169.66,"< 1 year","RENT",80000,"Charged Off","debt_consolidation","FL",9.66,0,"2005-08-06 07:34:00",,4,4070,14,0,1914.72,1186.56,499.94,,,"13.49%",,
1141122,8000,8000," 36 months","15.96%",281.1,"3 years","RENT",42000,"Charged Off","credit_card","NY",6.91,0,"1995-01-06 02:22:00",40,10,8311,31,0,6329.18,4958.62,1370.56,,,"15.96%",,
1147615,10000,10000," 36 months","12.12%",332.72,"10+ years","MORTGAGE",41252,"Charged Off","credit_card","FL",16.47,0,"1998-10-24 11:02:00",,7,19756,25,0,1661.5,1180.75,480.75,,,"12.12%",,
1149277,16000,16000," 36 months","10.74%",521.86,"< 1 year","RENT",65000,"Charged Off","debt_consolidation","NY",23.82,0,"1997-09-28 11:12:00",,16,31372,31,0,4689.09,3526.77,1162.32,,,"10.74%",,
1149852,10200,10200," 36 months","13.67%",346.98,"8 years","MORTGAGE",90000,"Charged Off","credit_card","CA",9.33,0,"1996-10-05 12:39:00",74,9,5380,27,0,2917.75,1671.09,756.79,,,"13.67%",,
1150404,13000,13000," 36 months","7.90%",406.78,"4 years","RENT",45000,"Charged Off","small_business","CA",2.14,0,"2001-06-10 02:05:00",26,6,3182,13,0,2299.06,1296.99,329.45,,,"7.90%",,
1154764,8400,8400," 36 months","17.27%",300.62,"8 years","RENT",48000,"Charged Off","debt_consolidation","CA",16.16,1,"2001-07-13 09:06:00",14,10,3348,27,0,3666.79,2116.32,1180.26,,,"17.27%",,
1165617,15000,15000," 36 months","13.11%",506.21,"< 1 year","MORTGAGE",35000,"Charged Off","debt_consolidation","FL",14.26,0,"1999-01-06 02:56:00",,5,13451,7,0,2527.55,1747.07,780.48,,,"13.11%",,
1169590,16950,16950," 60 months","20.99%",458.46,"< 1 year","RENT",34000,"Charged Off","debt_consolidation","NY",20.54,0,"2004-12-14 06:38:00",,5,31598,9,0,4561.78,1372.36,2280.36,,,"20.99%",,
1175170,25000,25000," 60 months","20.50%",669.33,"10+ years","RENT",59000,"Late (31-120 days)","credit_card","NY",17.27,0,"1989-11-30 07:20:00",41,16,13983,28,18978.27,14053.92,6021.73,8032.19,,,"20.50%",,
1179151,20000,20000," 36 months","13.11%",674.94,"< 1 year","RENT",75000,"Late (16-30 days)","credit_card","VA",13.86,0,"2002-06-27 03:45:00",,11,13338,23,8207.07,15466.01,11792.93,3673.08,,,"13.11%",,
1181046,16000,16000," 36 months","10.74%",521.86,"10+ years","RENT",50000,"Charged Off","debt_consolidation","CA",13.3,0,"1994-08-09 04:52:00",,5,9886,11,0,8348.92,6444.89,1868.51,,,"10.74%",,
1183008,20000,20000," 60 months","13.99%",465.27,"5 years","MORTGAGE",55000,"Charged Off","small_business","MN",9.05,0,"2005-07-14 07:29:00",39,10,3116,22,0,7452.1,3502.87,3002.23,,,"13.99%",,
1194750,30000,30000," 60 months","21.97%",828.06,"9 years","RENT",140000,"In Grace Period","other","VA",8.97,0,"1999-05-23 04:26:00",56,11,22485,39,22447.36,18290.54,7552.64,10737.9,,,"21.97%",,
1201556,7600,7600," 60 months","16.29%",186,"< 1 year","MORTGAGE",90000,"In Grace Period","debt_consolidation","MD",0.25,2,"1997-11-04 10:51:00",4,2,381,10,5495.96,4086.06,2104.04,1982.02,,,"16.29%",,
1221154,22800,22800," 60 months","19.99%",603.94,"2 years","MORTGAGE",80000,"Late (31-120 days)","home_improvement","CA",17.81,0,"2000-12-31 05:46:00",,13,27969,19,18138.28,11472.93,4661.71,6811.22,,,"19.99%",,
1225586,4000,4000," 36 months","9.76%",128.62,"4 years","RENT",58000,"Charged Off","wedding","CT",19.16,0,"1998-12-14 11:52:00",,14,29687,28,0,844.4,487.89,154.66,,,"9.76%",,
1239924,8475,8475," 36 months","12.12%",281.98,"8 years","MORTGAGE",30000,"Charged Off","debt_consolidation","MI",20.64,0,"1997-01-06 03:43:00",,11,6057,15,0,4564.06,3284.61,1279.45,,,"12.12%",,
1552678,4800,4800," 36 months","14.33%",164.83,"10+ years","RENT",33000,"Charged Off","debt_consolidation","NY",23.89,0,"1985-08-12 04:29:00",34,16,14465,49,0,1809.5,1253.3,556.2,,,"14.33%",,
1560704,11500,11500," 36 months","12.12%",382.63,"2 years","RENT",33000,"Charged Off","debt_consolidation","MD",5.27,0,"2001-04-25 07:25:00",,3,9081,12,0,1147.5,807.27,340.23,,,"12.12%",,
1562324,15075,15075," 36 months","19.05%",552.98,"5 years","RENT",39000,"Charged Off","debt_consolidation","NJ",33.54,0,"2006-11-25 01:44:00",,13,19327,19,0,6495.79,3974.11,2521.68,,,"19.05%",,
1571055,5000,5000," 36 months","15.31%",174.09,"10+ years","RENT",25000,"Late (31-120 days)","debt_consolidation","FL",18.1,0,"2001-06-26 06:01:00",,8,11967,9,2586,3168.83,2413.99,754.84,,,"15.31%",,
1578875,22000,22000," 60 months","19.72%",579.45,"10+ years","RENT",100000,"Late (31-120 days)","debt_consolidation","FL",15.7,1,"1997-08-20 04:17:00",10,21,12170,34,19466.78,7149.41,2533.22,4616.19,,,"19.72%",,
1587104,5825,5825," 36 months","14.09%",199.34,"6 years","MORTGAGE",20000,"Late (31-120 days)","credit_card","FL",15.06,0,"1999-12-11 06:22:00",,8,10414,15,3852.72,2779.98,1972.28,807.7,,,"14.09%",,
1596779,13650,13650," 36 months","11.14%",447.79,"8 years","OWN",52000,"Late (31-120 days)","debt_consolidation","TX",33.65,0,"1976-03-24 07:29:00",,18,24479,52,8873.63,6268.78,4776.37,1492.41,,,"11.14%",,
1600887,15875,15875," 36 months","14.09%",543.27,"1 year","MORTGAGE",50000,"Late (31-120 days)","home_improvement","NY",20.54,0,"2000-06-14 12:02:00",,11,5517,24,10902.87,7050.42,4972.13,2078.29,,,"14.09%",,
1602901,21725,21725," 36 months","14.09%",743.46,"2 years","MORTGAGE",72100,"Charged Off","credit_card","UT",22.1,0,"1998-07-26 09:52:00",34,8,14536,34,0,4452.24,3011.84,1440.4,,,"14.09%",,
1606719,10000,10000," 36 months","14.09%",342.22,"9 years","RENT",35000,"Charged Off","debt_consolidation","MN",10.63,0,"2006-11-12 12:46:00",,8,9324,9,0,3073.95,2116.75,957.2,,,"14.09%",,
1609624,33600,33600," 60 months","23.83%",963.3,"10+ years","RENT",92000,"Charged Off","debt_consolidation","UT",19.11,5,"1998-04-29 02:47:00",2,18,12337,52,0,4812.2,1538.9,3273.3,,,"23.83%",,
1616403,8875,8875," 36 months","13.11%",299.51,"2 years","RENT",26000,"Charged Off","credit_card","GA",21.46,0,"2007-08-14 03:03:00",,9,9759,9,0,1496.15,1034.16,461.99,,,"13.11%",,
1617454,3550,3550," 36 months","16.29%",125.32,"3 years","RENT",33000,"Charged Off","debt_consolidation","KS",28.95,0,"1979-08-10 05:51:00",80,16,13936,27,0,625.6,395.62,229.98,,,"16.29%",,
1677660,17600,17600," 60 months","12.12%",392.58,"3 years","MORTGAGE",50000,"Charged Off","debt_consolidation","CT",29.57,0,"2000-01-01 12:01:00",,10,16835,38,0,3281.53,1317.36,1030.02,,,"12.12%",,
1684701,22750,22750," 60 months","18.49%",583.79,"10+ years","MORTGAGE",54000,"Late (31-120 days)","debt_consolidation","OH",33.18,0,"2006-02-26 04:52:00",54,9,11485,14,19173.88,8186.75,3576.12,4595.64,,,"18.49%",,
1689298,12000,12000," 36 months","18.49%",436.79,"4 years","MORTGAGE",115000,"Charged Off","debt_consolidation","MA",19.9,0,"1996-04-23 10:11:00",64,9,38706,19,0,3493.13,2118.93,1361.79,,,"18.49%",,
1691702,20000,20000," 60 months","14.33%",468.8,"2 years","RENT",57000,"Default","debt_consolidation","IL",28.82,0,"2003-07-19 09:09:00",,14,11951,26,17314.19,5156.03,2685.81,2470.22,,,"14.33%",,
1692216,7000,7000," 36 months","18.49%",254.8,"5 years","RENT",26000,"Late (31-120 days)","debt_consolidation","GA",12.88,0,"2006-02-04 09:29:00",74,4,4332,7,5079.32,3057.6,1920.68,1136.92,,,"18.49%",,
1694489,7000,7000," 36 months","16.29%",247.11,"5 years","OWN",44000,"In Grace Period","debt_consolidation","NY",18.49,0,"2007-01-01 07:32:00",,7,8384,9,4492.12,3701.55,2507.88,1193.67,,,"16.29%",,
1704669,21725,21725," 60 months","19.05%",564.16,"10+ years","OWN",49000,"Charged Off","debt_consolidation","CA",27.31,0,"2000-04-07 11:36:00",,9,5758,22,0,5641.28,2345.11,3296.17,,,"19.05%",,
1854813,19200,19200," 36 months","12.12%",638.82,"8 years","OWN",43000,"Late (31-120 days)","credit_card","TX",29.58,0,"1999-04-19 09:11:00",61,11,29797,26,12547.8,8940.4,6652.2,2288.2,,,"12.12%",,
1914718,1750,1750," 36 months","18.49%",63.7,"5 years","RENT",30000,"Charged Off","debt_consolidation","CA",17.48,0,"2001-08-09 01:38:00",,4,1935,7,0,408.12,189.43,129.07,,,"18.49%",,
1955329,5250,5250," 36 months","13.11%",177.18,"1 year","RENT",20000,"Charged Off","credit_card","FL",30.12,0,"2002-11-08 07:47:00",,18,13256,42,0,1414.64,994.09,420.55,,,"13.11%",,
2079768,3250,3250," 36 months","14.33%",111.6,"1 year","RENT",21000,"Charged Off","debt_consolidation","GA",33.54,0,"2001-10-15 10:05:00",63,7,4959,10,0,613.08,294.66,149.1,,,"14.33%",,
2082459,13000,13000," 36 months","14.33%",446.4,"10+ years","RENT",100000,"Late (31-120 days)","credit_card","CA",13.42,0,"1999-06-30 05:17:00",36,10,12077,23,9268.74,5354.64,3731.26,1623.38,,,"14.33%",,
2085677,5000,5000," 36 months","7.62%",155.81,"5 years","MORTGAGE",75000,"Late (31-120 days)","home_improvement","CA",18.67,0,"1994-03-23 04:06:00",,13,36517,33,3593.35,1711.27,1406.65,304.62,,,"7.62%",,
2087490,8000,8000," 36 months","14.33%",274.71,"8 years","RENT",43094,"Charged Off","credit_card","NJ",16.99,0,"2002-06-10 03:18:00",67,13,10959,29,0,2737.2,1884.37,852.83,,,"14.33%",,
2225974,20000,20000," 60 months","22.95%",563.24,"5 years","RENT",61000,"Late (31-120 days)","debt_consolidation","NY",15.64,0,"1999-09-03 12:18:00",,18,15654,21,17818.57,6172.54,2181.43,3991.11,,,"22.95%",,
2297585,7550,7550," 36 months","7.90%",236.25,"10+ years","MORTGAGE",48000,"Charged Off","credit_card","NY",6.43,0,"1995-07-08 03:23:00",49,7,26457,10,0,1889.28,1526.63,362.65,,,"7.90%",,
2369962,3600,3600," 36 months","22.47%",138.37,"2 years","MORTGAGE",58000,"Charged Off","other","WA",27.41,1,"2004-09-23 08:20:00",15,15,7602,40,0,1105.5,603.91,501.59,,,"22.47%",,
2373345,12000,12000," 36 months","17.77%",432.45,"< 1 year","RENT",54901,"Late (31-120 days)","debt_consolidation","CA",22.32,0,"2000-07-18 04:16:00",81,13,8048,23,8982.93,4753.54,3017.07,1736.47,,,"17.77%",,
2376463,1000,1000," 36 months","18.75%",36.53,"10+ years","RENT",68016,"Charged Off","other","CO",26.91,0,"2002-01-03 12:40:00",,12,30323,34,0,255.01,152.96,102.05,,,"18.75%",,
2377795,35000,35000," 36 months","11.14%",1148.18,"10+ years","MORTGAGE",180000,"Charged Off","major_purchase","CA",13.28,0,"1995-12-07 02:02:00",43,13,21207,29,0,1148.15,823.24,324.91,,,"11.14%",,
1246576,7000,7000," 36 months","9.76%",225.09,"7 years","MORTGAGE",76000,"Default","debt_consolidation","AR",20.62,0,"1998-09-25 01:27:00",,12,27110,29,3955.01,3817.18,3044.99,772.19,,,"9.76%",,
1252030,13750,13750," 36 months","12.12%",457.49,"2 years","RENT",28700,"Charged Off","medical","WY",23.48,0,"2000-11-17 07:43:00",,11,11465,26,0,7235.94,5307.87,1928.07,,,"12.12%",,
1259996,24000,24000," 60 months","13.67%",554.35,"< 1 year","MORTGAGE",58000,"Late (31-120 days)","debt_consolidation","AR",18.31,0,"1992-07-07 02:11:00",,9,19430,35,18779.5,9423.45,5220.5,4202.95,,,"13.67%",,
1266396,5000,5000," 36 months","16.29%",176.51,"4 years","RENT",65000,"Charged Off","debt_consolidation","OR",12.18,0,"1998-04-09 07:10:00",45,7,2374,22,0,796.76,329.75,198.82,,,"16.29%",,
1283099,10000,10000," 36 months","16.29%",353.01,"3 years","OWN",75000,"Charged Off","wedding","CT",19.01,0,"2001-05-05 02:41:00",53,9,7798,17,0,4939.48,3323.37,1616.11,,,"16.29%",,
1291972,20000,20000," 60 months","18.55%",513.88,"10+ years","MORTGAGE",85000,"Charged Off","debt_consolidation","NC",17.04,0,"2002-09-01 04:04:00",,9,6020,16,0,6670.69,2918.39,3752.3,,,"18.55%",,
1296555,16800,16800," 60 months","20.50%",449.79,"5 years","MORTGAGE",55000,"Charged Off","home_improvement","NY",10.71,1,"1989-03-16 06:47:00",6,6,3772,7,0,4785.4,1199.22,2689.26,,,"20.50%",,
1306207,20000,20000," 36 months","19.22%",735.35,"1 year","MORTGAGE",130000,"In Grace Period","debt_consolidation","CA",8.57,2,"1984-04-15 05:17:00",8,5,20525,23,10595.93,14441.07,9404.07,5037,,,"19.22%",,
1318335,16000,16000," 60 months","21.48%",437.19,"10+ years","MORTGAGE",110000,"Charged Off","debt_consolidation","OH",19.32,2,"1990-08-18 08:25:00",10,21,26198,45,0,6544.2,2563.13,3981.07,,,"21.48%",,
1332069,10000,10000," 36 months","15.31%",348.18,"6 years","MORTGAGE",55000,"Charged Off","debt_consolidation","FL",24,0,"2002-07-28 07:35:00",,13,14631,23,0,3603.19,2088.95,1043.5,,,"15.31%",,
1335345,19475,19475," 36 months","12.12%",647.97,"8 years","RENT",100000,"Charged Off","debt_consolidation","WA",20.76,0,"2003-03-24 11:43:00",,12,13068,32,0,7124.81,5220.34,1904.47,,,"12.12%",,
1337146,25000,25000," 60 months","23.33%",709.51,"5 years","RENT",50000,"Late (31-120 days)","credit_card","WA",27.94,0,"1985-02-26 06:43:00",,13,22397,19,20560.09,12060.68,4439.91,7620.77,,,"23.33%",,
1337469,5600,5600," 36 months","7.90%",175.23,"5 years","RENT",23000,"Charged Off","debt_consolidation","FL",16.54,0,"1999-09-11 09:25:00",,8,3373,10,0,2101.2,1720.54,380.66,,,"7.90%",,
1340934,3625,3625," 36 months","14.65%",125.05,"4 years","RENT",24000,"Charged Off","credit_card","FL",24.35,0,"2007-10-30 04:20:00",,10,6719,11,0,1287.5,762.29,361.09,,,"14.65%",,
1344527,12375,12375," 36 months","16.29%",436.85,"< 1 year","OWN",34000,"Charged Off","debt_consolidation","PA",34.84,0,"1997-03-27 06:11:00",77,22,13639,36,0,6550.2,4437.88,2112.32,,,"16.29%",,
1367216,21000,13650," 60 months","21.48%",372.98,"10+ years","MORTGAGE",85000,"Charged Off","other","NY",20.54,2,"1994-09-18 10:03:00",20,15,15623,40,0,5214.44,2023.52,3190.92,,,"21.48%",,
1372529,2350,2350," 36 months","15.81%",82.4,"1 year","RENT",30000,"Charged Off","other","CA",29.48,0,"2007-09-13 02:33:00",,11,3209,11,0,984.74,660.55,324.19,,,"15.81%",,
1383541,16000,16000," 36 months","19.05%",586.91,"10+ years","MORTGAGE",80000,"Charged Off","debt_consolidation","OH",20.04,4,"1994-12-25 08:54:00",18,8,707,33,0,4884.72,2442.75,1662.96,,,"19.05%",,
1384379,15000,15000," 60 months","12.12%",334.58,"4 years","MORTGAGE",35000,"In Grace Period","home_improvement","MN",11.52,1,"1995-10-21 05:05:00",21,10,3732,33,11195.21,6342.39,3804.79,2537.6,,,"12.12%",,
1386207,21000,21000," 60 months","18.75%",541.87,"2 years","OWN",95000,"Late (31-120 days)","credit_card","NY",18.87,0,"1997-09-12 10:18:00",,10,58404,25,17156.45,8661.77,3843.55,4818.22,,,"18.75%",,
1392566,15000,15000," 36 months","18.75%",547.95,"8 years","RENT",40000,"Charged Off","debt_consolidation","CO",14.55,2,"1990-06-23 07:44:00",16,6,8988,30,0,7118.28,4478.23,2640.05,,,"18.75%",,
1394445,14300,14300," 36 months","8.90%",454.08,"4 years","MORTGAGE",62000,"Charged Off","small_business","AL",9.21,0,"2006-01-31 02:41:00",,13,6472,18,0,4988.61,3968.42,1020.19,,,"8.90%",,
1396678,25450,25450," 60 months","18.75%",656.7,"10+ years","MORTGAGE",71000,"Late (31-120 days)","debt_consolidation","LA",27.5,0,"1990-03-27 04:50:00",,15,20700,30,20460.15,11141.97,4989.85,6152.12,,,"18.75%",,
1397054,4225,4225," 36 months","13.11%",142.59,"n/a","OWN",24000,"Charged Off","debt_consolidation","TX",8.55,0,"2001-09-20 01:29:00",,11,5355,19,0,1564.75,1117.96,446.79,,,"13.11%",,
1405806,15000,15000," 36 months","14.33%",515.08,"10+ years","MORTGAGE",75000,"Charged Off","debt_consolidation","AZ",18.58,1,"1976-10-12 07:58:00",11,10,64919,38,0,4631.31,3143.38,1462.21,,,"14.33%",,
1410778,14125,14125," 36 months","13.11%",476.68,"10+ years","MORTGAGE",47400,"Charged Off","debt_consolidation","LA",24.73,2,"1986-05-26 09:44:00",13,14,22210,36,0,5710.44,4102.51,1607.93,,,"13.11%",,
1411607,18000,18000," 60 months","22.47%",501.97,"5 years","MORTGAGE",60000,"Late (31-120 days)","debt_consolidation","CA",12.64,0,"2002-07-02 11:33:00",31,9,13775,24,15402.24,7025.99,2597.76,4428.23,,,"22.47%",,
1412621,4000,4000," 36 months","14.33%",137.36,"8 years","MORTGAGE",32000,"Charged Off","debt_consolidation","CA",23.13,0,"1997-10-26 04:38:00",,24,14941,31,0,1017.07,550.84,268.82,,,"14.33%",,
1416439,16800,16800," 60 months","23.28%",476.31,"10+ years","RENT",56000,"Charged Off","debt_consolidation","PA",7.52,0,"1994-09-14 08:23:00",55,5,71,28,0,3809.22,1280.46,2507.54,,,"23.28%",,
1421421,5500,5500," 36 months","16.29%",194.16,"< 1 year","MORTGAGE",39002,"Charged Off","debt_consolidation","GA",7.26,5,"2005-03-22 12:44:00",14,6,424,39,0,1744.11,1131.82,612.29,,,"16.29%",,
1431902,9450,9450," 36 months","11.14%",310.01,"1 year","OWN",28000,"Late (31-120 days)","credit_card","MO",32.06,0,"1992-06-03 01:36:00",,9,10656,17,5377.76,5269.32,4072.24,1197.08,,,"11.14%",,
1446043,6500,6500," 36 months","7.90%",203.39,"2 years","RENT",35500,"Charged Off","debt_consolidation","AZ",33.26,0,"1990-05-23 12:58:00",,9,24226,19,0,2236.19,1825,411.19,,,"7.90%",,
1447742,4800,4800," 36 months","13.11%",161.99,"7 years","RENT",33758,"Charged Off","debt_consolidation","CA",24.71,0,"1999-09-04 12:14:00",,5,11774,11,0,1362.8,791.37,341.02,,,"13.11%",,
2445684,8400,8400," 36 months","13.11%",283.48,"5 years","RENT",58000,"Charged Off","debt_consolidation","TX",26.15,0,"2004-02-29 06:30:00",,8,20696,16,0,1981.35,1384.66,596.69,,,"13.11%",,
2476189,9000,9000," 36 months","19.05%",330.14,"4 years","MORTGAGE",39000,"Charged Off","debt_consolidation","CA",29.17,0,"2006-04-21 12:43:00",,9,8019,16,0,2970.58,1789.34,1170.13,,,"19.05%",,
2477662,16000,16000," 60 months","17.27%",399.97,"1 year","MORTGAGE",80000,"Charged Off","house","CA",18.79,0,"1999-01-29 07:03:00",38,14,10653,23,0,2477.69,692.74,905.14,,,"17.27%",,
2485618,8500,8500," 36 months","18.49%",309.39,"2 years","RENT",25500,"Charged Off","credit_card","WI",17.69,0,"2008-02-09 06:36:00",,5,8140,12,0,1379.69,540.54,382.5,,,"18.49%",,
2574567,35000,35000," 36 months","12.12%",1164.51,"3 years","MORTGAGE",320000,"Late (31-120 days)","debt_consolidation","MA",7.8,0,"1998-01-06 02:14:00",29,12,42085,28,24708.64,13974.12,10291.36,3682.76,,,"12.12%",,
2935172,30000,30000," 36 months","21.98%",1145.41,"9 years","MORTGAGE",100000,"Charged Off","small_business","SD",22.83,0,"1998-02-19 05:51:00",,22,22466,50,0,10296.27,5766.44,4529.83,,,"21.98%",,
2944582,20000,20000," 36 months","17.77%",720.75,"3 years","RENT",60000,"Charged Off","debt_consolidation","MD",7.14,0,"2006-10-05 06:32:00",42,5,5315,10,0,4323.42,2643.03,1680.39,,,"17.77%",,
3057752,35000,35000," 60 months","21.98%",966.27,"10+ years","RENT",85000,"Charged Off","debt_consolidation","MA",16.88,0,"1994-01-19 08:39:00",,9,17059,28,0,5797.38,1992.5,3756.57,,,"21.98%",,
3066975,20000,20000," 36 months","11.14%",656.11,"6 years","MORTGAGE",65000,"Late (31-120 days)","debt_consolidation","CA",9.18,1,"1995-07-11 12:50:00",13,11,24559,28,14057.96,7872.48,5942.04,1930.44,,,"11.14%",,
3098659,14100,14100," 36 months","15.31%",490.93,"2 years","MORTGAGE",40000,"Late (31-120 days)","credit_card","NV",10.71,0,"2005-10-19 08:50:00",,12,8869,20,10805.24,4908.7,3294.76,1613.94,,,"15.31%",,
3144946,15000,15000," 36 months","18.49%",545.99,"10+ years","MORTGAGE",90652.64,"Charged Off","other","NC",20.37,0,"2003-10-31 09:12:00",,11,19658,34,0,3274.44,1956.68,1307.92,,,"18.49%",,
3145353,33000,33000," 60 months","19.72%",869.17,"10+ years","RENT",125000,"Late (31-120 days)","credit_card","HI",12.8,0,"1994-01-25 06:19:00",41,11,19831,27,6583.13,28683.24,26416.87,2266.37,,,"19.72%",,
3151333,28000,28000," 60 months","17.77%",707.52,"6 years","MORTGAGE",189000,"In Grace Period","debt_consolidation","AZ",11.64,1,"1994-12-12 11:09:00",20,18,91939,34,24528.78,7782.72,3471.22,4311.5,,,"17.77%",,
3157479,2600,2600," 36 months","19.72%",96.26,"8 years","RENT",33000,"Charged Off","other","CA",25.89,0,"2004-06-28 04:36:00",45,6,5816,10,0,428.84,163.24,125.51,,,"19.72%",,
3161123,29700,29700," 36 months","17.27%",1062.89,"10+ years","MORTGAGE",67000,"Late (31-120 days)","debt_consolidation","IN",20.88,0,"2002-09-09 02:33:00",,14,9322,27,22925.54,11227.9,6774.46,4453.44,,,"17.27%",,
3164284,12250,12250," 36 months","18.49%",445.89,"< 1 year","RENT",35000,"Charged Off","debt_consolidation","SC",24.45,0,"1994-06-30 03:32:00",,11,18305,24,0,1562.44,516.45,372.25,,,"18.49%",,
3195341,17600,17600," 60 months","17.77%",444.73,"10+ years","MORTGAGE",50000,"Late (31-120 days)","debt_consolidation","FL",14.73,0,"2000-10-28 06:50:00",,15,25029,37,15844.15,3996.45,1755.85,2240.6,,,"17.77%",,
3197984,28000,28000," 36 months","8.90%",889.09,"5 years","OWN",136500,"Late (31-120 days)","credit_card","NY",19.35,0,"2001-11-16 01:39:00",,19,33652,27,19630.93,10669.09,8369.07,2300.02,,,"8.90%",,
3241409,20000,20000," 36 months","11.14%",656.11,"2 years","RENT",130000,"In Grace Period","debt_consolidation","CA",5.57,0,"2003-10-13 11:39:00",,9,30126,25,14057.33,7873.32,5942.67,1930.65,,,"11.14%",,
3297964,35000,35000," 60 months","17.27%",874.93,"6 years","MORTGAGE",85869,"Default","debt_consolidation","CO",23.49,0,"1996-10-26 10:01:00",,16,39485,27,31876.25,6999.44,3123.75,3875.69,,,"17.27%",,
3298622,12800,12800," 36 months","17.77%",461.28,"2 years","OWN",45000,"Charged Off","debt_consolidation","TX",28.05,0,"2007-06-30 12:58:00",,13,12788,20,0,1845.12,1107.17,737.95,,,"17.77%",,
3357652,12000,12000," 36 months","14.09%",410.66,"1 year","RENT",52000,"Charged Off","debt_consolidation","PA",33.23,0,"1995-11-07 04:36:00",,15,18835,26,0,2052.45,1380.28,672.17,,,"14.09%",,
3360220,25000,25000," 36 months","21.49%",948.18,"2 years","RENT",70000,"Charged Off","debt_consolidation","CA",16.23,0,"2004-01-26 02:51:00",35,11,9537,31,0,2844.54,1528.46,1316.08,,,"21.49%",,
3381258,18000,18000," 60 months","23.63%",513.97,"2 years","RENT",47000,"Charged Off","other","NY",28.85,0,"1995-04-19 11:02:00",67,9,5002,19,0,513.97,159.52,354.45,,,"23.63%",,
3383090,28000,28000," 60 months","22.95%",788.53,"9 years","MORTGAGE",78000,"Late (31-120 days)","debt_consolidation","HI",18.62,2,"1998-03-05 09:23:00",12,9,11478,37,25763.01,7879.38,2236.99,5642.39,,,"22.95%",,
3495442,18000,18000," 60 months","16.29%",440.51,"6 years","MORTGAGE",50000,"In Grace Period","credit_card","KS",16.94,0,"1997-11-09 05:55:00",,13,8327,34,15689.7,4845.5,2310.3,2535.2,,,"16.29%",,
3536577,6875,6875," 36 months","15.80%",241.03,"n/a","MORTGAGE",25000,"In Grace Period","debt_consolidation","CA",16.51,0,"2000-03-04 09:26:00",,8,12793,10,5110.61,2644.4,1764.39,880.01,,,"15.80%",,
3538665,8000,8000," 36 months","19.72%",296.17,"3 years","RENT",25000,"Charged Off","other","PA",24.46,2,"1997-01-20 06:35:00",7,15,14582,23,0,886.74,501.27,385.47,,,"19.72%",,
3635531,2500,2500," 36 months","18.75%",91.33,"2 years","RENT",24000,"Charged Off","debt_consolidation","MO",18.55,0,"2005-10-07 02:28:00",,7,10098,14,0,273.33,158.88,114.45,,,"18.75%",,
